docid,title,text,subject,predicate,object,relation_present,basic_relation,template_relation,llm_relation,llm_clean_gpt51_he_triplet_0s_nc,llm_raw_gpt51_he_triplet_0s_nc,llm_clean_gpt51_he_triplet_5s_nc,llm_raw_gpt51_he_triplet_5s_nc,llm_clean_gpt51_en_triplet_0s_nc,llm_raw_gpt51_en_triplet_0s_nc,llm_clean_gpt51_en_triplet_5s_nc,llm_raw_gpt51_en_triplet_5s_nc
2167115,סמואלה ריצ'י,"סמואלה ריצ'י (באיטלקית: Samuele Ricci; נולד ב-21 באוגוסט 2001 בפונטדרה שבאיטליה) הוא כדורגלן איטלקי המשחק בעמדת הקשר האחורי בקבוצת טורינו מהסרייה א' ובנבחרת איטליה.
ריצ'י גדל במחלקת הנוער של אמפולי. הוא ערך 84 הופעות ליגה במדי המועדון במסגרת הסרייה א' והסרייה ב', בהן הבקיע שלושה שערים.
ב-30 בינואר 2022 הושאל ריצ'י עד לתום עונת 2021/2022 לטורינו מהסרייה א'. ב-27 בפברואר ערך את הופעת הבכורה שלו במועדון, בהפסד 1–2 לקליארי במסגרת המחזור ה-27 בליגה. בסך הכל ערך 12 הופעות ליגה במדי המועדון במהלך תקופת ההשאלה. ב-1 ביולי 2022 חתם על חוזה קבוע במועדון.
ב-4 ביוני 2022 ערך ריצ'י את הופעת הבכורה שלו בנבחרת איטליה, בתיקו 1-1 נגד נבחרת ניגריה במסגרת ליגת האומות 2022/2023.
== קישורים חיצוניים ==
== הערות שוליים ==
קטגוריה:כדורגלנים איטלקים
קטגוריה:קשרי כדורגל איטלקים
קטגוריה:כדורגלני אמפולי
קטגוריה:כדורגלני טורינו
קטגוריה:כדורגלני נבחרת איטליה",סמואלה ריצ'י,אזרחות,איטליה,1,סמואלה ריצ'י אזרחות איטליה,האזרחות של סמואלה ריצ'י היא איטליה,סמואלה ריצ'י היא אזרחית איטליה.,1,כן,1,כן,1,yes,1,yes
721409,לחשן,"לחשן הוא אדם הנמצא בקרבת הבמה בתיאטרון, ותפקידו לסייע לשחקן שעל הבמה במקרה ששכח את המילים שעליו לומר, או ששכח לנוע למקום על הבמה שבו עליו להיות. הטכנולוגיה המודרנית מאפשרת למקם את הלחשן שלא בקרבת הבמה, תוך שימוש באוזניות אלחוטיות.
בדרך כלל עוסק בתפקיד זה מנהל ההצגה, שבידיו הטקסט המלא של המופע, ובו גם ההעמדה של כל סצנה.
לחשנים היו בעבר חלק קבוע בצוות התיאטרון, אך כיום בתיאטרון מקצועי הסתייעות בלחשן נחשבת לחוסר מקצועיות. לעיתים אין להימנע ממנה, למשל כאשר מדובר בשחקן שזיכרונו נחלש, והוא זקוק לנוכחות של לחשן, לפחות ליתר ביטחון.",במה,שימוש,תיאטרון,1,במה שימוש תיאטרון,השימוש של במה הוא עבור תיאטרון,הבמה משמשת לתיאטרון.,1,כן,1,כן,0,no,1,yes
302263,קדאיף,"שמאל|ממוזער|220px|מפעל לייצור קדאיף בטורקיה
[[בקלווה]] עם אטריות קדאיף
אטריות קַדָאִיף (בטורקית: Kadayıf) הן אטריות דקיקות העשויות מבלילת קמח ומים אשר נמזגת דרך מסננת על גבי מגש מתכת עגול ולוהט בבישול קצר מאוד ומשמשות כבסיס להכנת קינוחים מזרח-תיכוניים ומאכלים אחרים. מקור האטרייה הוא טורקי והוא היה נפוץ בגבולות האימפריה העות'מאנית בשמו הטורקי ""קדאיף"". נוכח טעמן הנייטרלי של האטריות הן משמשות בעיקר להכנת מאכלים חלביים מתוקים או מלוחים, ובהם: בקלאווה, כנאפה, כמצע לעוגות, כקישוט להגשת תבשילים שונים ועוד. לעיתים רחוקות משמשות גם עבור מאכלים בשריים.
שערות קדאיף ב[[כנאפה]]
== תהליך הייצור ==
בעבר היו מיוצרות באופן ידני ללא מכונה ולאחר מכן באופן חצי-אוטומטי. כיום אטריות הקדאיף מיוצרות בתהליך תעשייתי לעיתים אף באופן אוטומטי לחלוטין ללא מגע יד אדם ואף במכונות ביתיות ובחלק ממדינות המזרח התיכון והן נמכרות בשווקים באריזות אטומות המיועדות לאחסון בדרך כלל בהקפאה אשר שומרת על פריכותן.",אטריות,מכיל את החלק,מים,1,אטריות מכיל את החלק מים,אטריות מכיל את מים,אטריות מכילות מים.,1,כן,1,כן,1,yes,1,yes
415298,אקס-אן-פרובאנס,"אקס-אן-פרובאנס (בצרפתית: Aix-en-Provence, כינויה הנפוץ: ""אקס"") היא עיר בדרום צרפת, בירתה ההיסטורית של הפרובינקיה הרומית פרובאנס ושל חבל העבר בשם זה, כיום חלק מחבל פרובאנס-אלפ-קוט ד'אזור. העיר נמצאת כ-30 ק""מ מצפון למרסיי, במחוז שפך הרון, ואוכלוסייתה מונה 140,100 נפש (2005).
העיר נוסדה בשנת 122 לפנה""ס בידי הקונסול הרומי סקסטיוס קלווינוס, כמחנה צבאי להגנת הדרך בין עיר הנמל מסליה (כיום מרסיי) לרומא. בשל המעיינות החמים במקום, נתן לו סקסטיוס את השם Aquæ Sextiæ – מי סקסטיוס.
במאה ה-12 הייתה העיר למרכז של השכלה ואמנות.
החל מ-1487 שלט הכתר הצרפתי באקס, יחד עם יתר שטחי פרובאנס שסופחה לצרפת. ב-1502 הקים מלך צרפת לואי השנים עשר, את הפרלמנט של פרובאנס בעיר, שפעל עד המהפכה הצרפתית ב-1789.
באקס-אן-פרובאנס נולד, התגורר ופעל הצייר הפוסט-אימפרסיוניסטי פול סזאן, מגדולי האמנים המודרניסטים. סזאן גם קבור בעיר, ואתרים רבים בה מנציחים את מורשתו. כמו כן, נולד בה הבוטנאי ז'וזף פיטון דה טורנפור. בתקופת מלחמת העולם השנייה מספר אמנים יהודים, לרבות אנדרה בלונדל, מצאו מקלט בעיר.",חבל,שטח שיפוט,צרפת,0,חבל שטח שיפוט צרפת,שטח השיפוט של חבל הוא צרפת,חבל נורמנדיה נמצא בשטח השיפוט של צרפת.,1,כן,0,לא,0,no,0,no
619314,פריסלנד,"פריסלנד (בפריזית: ) הוא מחוז באזור פריזיה שבצפון הולנד. המחוז גובל בצפון עם הים הצפוני, במערב עם ימת אייסלמיר, בדרום עם פלבולנד ועם אוברייסל, בצפון-מזרח עם דרנתה ובמזרח עם חרונינגן. עיר בירת המחוז היא לייוורדן שהיא גם העיר הגדולה במחוז.
במחוז 646,000 תושבים (2010), והוא המחוז ה-8 במספר התושבים בהולנד. שטח המחוז עומד על 3,341 קמ""ר, והוא המחוז ה-3 בגודלו בהולנד. צפיפות האוכלוסין במחוז עומדת על 192 איש לקמ""ר, הצפיפות ה-11 בגודלה בהולנד.
לפי נתוני הלשכה המרכזית לסטטיסטיקה של הולנד משנת 2002/2003, ל-48% מאוכלוסיית המחוז אין דת, 36% מהתושבים פרוטסטנטים, 14% קתולים, 2% מוסלמים ו-6% מגדירים את עצמם אחרת.",מזרח,ההפך מ־,מערב,0,מזרח ההפך מ־ מערב,ההפך מ-מזרח הוא מערב,מזרח הוא ההפך ממערב.,0,לא,0,לא,0,no,0,no
2257030,שגרירות מצרים בלונדון,"שגרירות מצרים בלונדון (באנגלית: Embassy of Egypt, London, בערבית מצרית: سفارة مصر, في لندن) היא הנציגות הדיפלומטית של מצרים בממלכה המאוחדת.
מצרים מחזיקה בבניינים נוספים בלונדון: קונסוליה כללית ברחוב לאונדס 2, בלגרביה, משרד עיתונות ומידע ברחוב אוקספורד 299, משרד תרבות בצ'סטרפילד גארדנס 4, מייפייר ומשרד רפואי בלונגרידג' רוד 47, ארלז קורט.
ב-2011 התקיימו הפגנות מחוץ לשגרירות כחלק מהמחאה נגד חוסני מובארכ. ב-2013 התקיימו הפגנות מחוץ לשגרירות בעקבות העימותים האלימים בקהיר בין תומכיו ומתנגדיו של מוחמד מורסי. הפגנות נוספות באותה השנה התקיימו בשגרירות נגד העלייה במספר התקיפות המיניות נגד נשים במצרים.",שגרירות מצרים בלונדון,מפעיל,מצרים,1,שגרירות מצרים בלונדון מפעיל מצרים,המפעיל של שגרירות מצרים בלונדון הוא מצרים,שגרירות מצרים בלונדון מייצגת את מצרים.,0,לא,1,כן,1,yes,1,yes
2031069,וחיד פאגיר,"וחידאללה ""וחיד"" פאגיר (בדנית: Wahidullah ""Wahid"" Faghir; נולד ב-29 ביולי 2003 בוויילה שבדנמרק) הוא כדורגלן דני המשחק בעמדת החלוץ בקבוצת שטוטגרט.
== קריירת מועדונים ==
=== ויילה בולדקלאב ===
פאגיר נולד בדנמרק להורים שברחו מאפגניסטן בשל שלטון הטליבאן. גדל במחלקת הנוער של ויילה בולדקלאב. הוא ערך 43 הופעות ליגה במדי המועדון במסגרת ליגת העל הדנית והליגה הדנית השנייה, בהן הבקיע 11 שערים.
=== שטוטגרט ===
ב-31 באוגוסט 2021 חתם פאגיר על חוזה לחמש עונות בשטוטגרט מהבונדסליגה. ב-24 באוקטובר 2021 כבש שער בכורה בתיקו 1-1 נגד אוניון ברלין.
== קריירה בינלאומית ==
פאגיר היה חלק מסגל נבחרת דנמרק עד גיל 21 בטורניר אליפות אירופה עד גיל 21 בשנת 2021, וערך שלוש הופעות בטורניר, בהן הבקיע שער אחד.",ויילה בולדקלאב,ליגה,ליגת העל הדנית,1,ויילה בולדקלאב ליגה ליגת העל הדנית,הליגה של ויילה בולדקלאב היא ליגת העל הדנית,ויילה בולדקלאב משחק בליגת העל הדנית.,1,כן,1,כן,1,yes,1,yes
236633,מאסרו של ישו (קאראווג'ו),"מאסרו של ישו (באיטלקית: Cattura di Cristo) הוא ציור של קאראווג'יו משנת 1602.
בציור מתוארת לכידתו של ישו בגת שמנים בידי חיילים רומאים שהונחו על ידי יהודה איש קריות, המזהה את ישו בנשקו אותו על לחיו (הבשורה על-פי מרקוס 14:44). הדמות בעלת השפם בקצה הימני של התמונה, אשר מחזיקה בידה הימנית פנס היא דיוקן עצמי של קאראווג'ו.
ציור זה נחשב ""נעלם"", עד שנתגלה בשנת 1990 במסדר הישועי בדבלין, שם היה תלוי בחדר האוכל של הישועים מאז שנות השלושים המוקדמות של המאה העשרים, אך נחשב לעותק של ציור של ואן הונתורסט, מממשיכי קאראווג'יו ההולנדים.
הציור נמכר על ידי משפחת מתאי מרומא (כציור של ואן הונתורסט) ב 1802 לוויליאם המילטון ניסבת מסקוטלנד, שבביתו היה תלוי עד 1921. לאחר מכן הוא נמכר לרופאה אירית שתרמה אותו למסדר האחים הישועים. לאחר שנוקה ושוקם בשנת 1990, נתגלה מקורו האמיתי, ומאז הוא מוצג ברשות המסדר בגלריה הלאומית של אירלנד שבדבלין.",אירלנד,עיר בירה,דבלין,0,אירלנד עיר בירה דבלין,עיר הבירה של אירלנד היא דבלין,דבלין היא עיר הבירה של אירלנד.,0,לא,0,לא,0,no,0,no
2146404,פלטינום דיונס,"פלטינום דיונס (באנגלית: Platinum Dunes) היא חברת הפקות אמריקאית שנוסדה בנובמבר 2001 על ידי הקולנוענים מייקל ביי, בראד פולר, ואנדרו פורם. החברה מפיקה סרטי אימה, כדוגמת: ""המנסרים מטקסס (2003)"", ""הטיהור"", ""יום שישי ה-13 (2009)"", ""סיוט ברחוב אלם (2010)"", ""הסיאנס"", ""מקום שקט"" ו""מקום שקט 2"".
דרך החברה מופקות גם סדרות טלוויזיה, כמו ""מפרשים שחורים"", ""הספינה האחרונה"" ו""ג'ק ראיין"".
== הפקה ==
=== קולנוע ===
להלן לקט מהסרטים שהופקו בידי פלטינום דיונס:
=== טלוויזיה ===
להלן לקט מסדרות הטלוויזיה שהופקו בידי פלטינום דיונס:
* 2014–2017: ""מפרשים שחורים""
* 2014–2018: ""הספינה האחרונה""
* 2018–הווה: ""ג'ק ראיין""
* 2018–2019: ""הטיהור""",מייקל ביי,שפת הכתיבה,אנגלית,0,מייקל ביי שפת הכתיבה אנגלית,שפת הכתיבה של מייקל ביי היא אנגלית,מייקל ביי כותב באנגלית.,0,לא,0,לא,0,no,0,no
2099168,אל-כאף (מחוז),"אל-כאף (בערבית: ولاية الكاف) הוא אחד מ-24 המחוזות של תוניסיה. הוא מהווה בעיקר חלק מהרי האטלס הגביים וממרגלותיהם בצפון מערב תוניסיה, הגובלים באלג'יריה. הוא משתרע על שטח של 4,965 קמ""ר ואוכלוסייתו מונה 243,156 (לפי מפקד 2014). בירת המחוז היא העיר אל-כאף.
==נציגויות אדמיניסטרטיבית==
מבחינה אדמיניסטרטיבית, המחוז מחולק לשתים עשרה רשויות מקומיות:
==דמוגרפיה==
בשל קרבתו לגבול אלג'יריה ותפקידה ההיסטורי במלחמת העצמאות של אלג'יריה, במחוז אל-כאף יש אוכלוסייה אלג'יראית משמעותית, המארחת למעלה מ-6,000 מצביעים אלג'יריים רשומים, הקהילה השנייה בגודלה בתוניסיה אחרי תוניס. עיר הבירה שלה, אל-כאף, הייתה מרכז הפיקוד של החזית לשחרור לאומי של אלג'יריה במהלך מלחמת העצמאות של אלג'יריה נגד הצרפתים בשנות ה-50.",תוניסיה,שפה רשמית,ערבית,0,תוניסיה שפה רשמית ערבית,השפה הרשמית של תוניסיה היא ערבית,ערבית היא שפה רשמית בתוניסיה.,0,לא,0,לא,0,no,0,no
1902518,עמק הייל,"עמק הייל (באנגלית: Hale Valley) הוא העמק הצפוני ביותר מבין שלושה עמקים חשופים מקרח, בהרי דרווין, בארץ אואטס, שבאנטארקטיקה. 
העמקים פונים לכיוון מזרח מרמת מידנייט. 
עמק הייל נמצא בסמוך מדרום לרכס קנט. 
גובהו של העמק 1,585 מטרים מעל פני הים.
== היסטוריה ==
=== מקור השם ===
העמק נקרא על שמו של מייסון א. הייל (Mason E. Hale), חוקר חזזיות, במוזיאון הלאומי להיסטוריה של הטבע של מכון הסמית'סוניאן, בוושינגטון די. סי. בירת ארצות הברית.
מייסון חקר במשך שש עונות מחקר (עונות קיץ אנטארקטי) את העמקים היבשים מקמרדו החל משנת 1980.",עמק הייל,יבשת,אנטארקטיקה,1,עמק הייל יבשת אנטארקטיקה,המיקום של עמק הייל הוא ביבשת אנטארקטיקה,עמק הייל שוכן ביבשת אנטארקטיקה.,1,כן,1,כן,1,yes,1,yes
1751320,יחסי בולגריה – הממלכה המאוחדת,"יחסי בולגריה–הממלכה המאוחדת הם יחסי החוץ בין הרפובליקה הבולגרית לבין הממלכה המאוחדת.
== היסטוריה ==
שתי המדינות כוננו יחסים דיפלומטיים ביולי 1879 כאשר בולגריה השיגה את עצמאותה מהאימפריה העות'מאנית. שני העמים היו אויבים במלחמת העולם הראשונה, רוב מלחמת העולם השנייה ובמהלך המלחמה הקרה. היחסים מאז 1989 הם מאוד ידידותיים בין שני העמים. לבולגריה יש שגרירות בלונדון, ואילו לבריטניה יש שגרירות בסופיה.
== ביקורים ממלכתיים ==
* הנסיך מוויילס
** 6-8 בנובמבר 1998 - סופיה ופלובדיב
** 13-14 במרץ 2003 - סופיה וורנה
* דוכס יורק
** 17-19 באוקטובר 2001 - סופיה
* רוזן וסקס ורוזנת וסקס
** 23-24 ביוני 2013 - סופיה
* דוכס קנט
** 7-9 באפריל 2014 - סופיה ופלובדיב",דוכס יורק,אחים ואחיות,רוזן וסקס,0,דוכס יורק אחים ואחיות רוזן וסקס,יש יחסי אחים בין דוכס יורק ל-רוזן וסקס,דוכס יורק ורוזן וסקס הם אחים.,0,לא,0,לא,0,no,0,no
2273156,ויקטור יוהנסון,"ויקטור טוביאס יוהנסון (בשוודית: Viktor Tobias Johansson; נולד ב-14 בספטמבר 1998 בסטוקהולם שבשוודיה) הוא כדורגלן שוודי המשחק בעמדת השוער בקבוצת רות'רהאם יונייטד מהפוטבול ליג צ'מפיונשיפ ובנבחרת שוודיה.
== קריירת מועדונים ==
יוהנסון גדל במחלקות הנוער של סטובסטה, המארבי ואסטון וילה. ב-10 בפברואר 2018 הושאל לאלפרטון טאון מהנשיונל ליג דרום. הוא ערך תשע הופעות ליגה במדי המועדון.
ב-3 באוגוסט 2018 חתם יוהנסון בלסטר סיטי מהפרמייר ליג, אך לא זכה לשחק במדי המועדון.
ב-2 בספטמבר 2020 חתם יוהנסון ברות'רהאם יונייטד מהפוטבול ליג צ'מפיונשיפ.
== קריירה בינלאומית ==
ב-12 באוקטובר 2023 ערך יוהנסון את הופעת הבכורה שלו בנבחרת שוודיה, בניצחון 1–3 על נבחרת מולדובה במשחק ידידות.",שוודי,ארץ מקור,שוודיה,1,שוודי ארץ מקור שוודיה,ארץ המקור של שוודי היא שוודיה,שוודי היא שפתה של שוודיה.,0,לא,1,כן,1,yes,1,yes
1627329,פאלאצו פיזאני גריטי,"פאלאצו פיזאני גריטי (באיטלקית: Palazzo Pisani Gritti) הוא ארמון בוונציה שבאיטליה. הארמון בנוי בסגנון גותי ומצוי על גדת התעלה הגדולה, מול כנסיית סנטה מריה דלה סאלוטה, ברובע סן מרקו של ונציה.
== היסטוריה ==
הארמון בן שלוש הקומות הוזמן במאה ה-14. הקומה השנייה הוקמה במאה ה-16. בעבר היו בחזית המבנה פרסקאות מעשה ידי ג'ורג'ונה. הקומה השלישית נוספה בשנת 1890. במהלך המאה ה-20 שופץ המבנה במטרה שישמש כמלון יוקרה.
משפחת פיזאני העשירה התגוררה בארמון עד 1814, עת שהחכירה את הארמון למשפחת גריטי; זמן קצר לאחר מכן נמכר המבנה לברונית סוזנה ולצר (Susanna Wetzlar), וזו אירחה במבנה את ג'ון ראסקין עת כתב את ספרו ""האבנים של ונציה"".",איטליה,שפה שבשימוש,איטלקית,0,איטליה שפה שבשימוש איטלקית,השפה שבשימוש ב-איטליה היא איטלקית,באיטליה מדברים איטלקית.,0,לא,0,לא,0,no,1,yes
2163837,נייבה (קולומביה),"נייבה (בספרדית: Neiva) היא בירת מחוז וילה שבקולומביה עם כ-357,392 תושבים.
== היסטוריה ==
נייבה נוסדה בשנת 1539 על ידי חואן דה קבררה אך ננטשה בשנת 1550 ונהרסה על ידי שבטים ילידים בשנת 1560. העיר נוסדה במיקומה הנוכחי בשנת 1612 על ידי דייגו דה אוספינה אי מדינילה. נייבה הפכה חשובה בתקופת הקולוניאליזם בגלל מיקומה האסטרטגי בנתיב הסחר בין מלכות המשנה של פרו לבוגוטה וקראקס.
ב-1967 נפגעה העיר קשות מרעידת אדמה בדרגה של 7.2 בסולם ריכטר. רעידת האדמה הרסה מספר מבנים בעיר ובהם בניין המושל.
מבחינה כלכלית, נייבה מהווה מרכז הפצה לאומי של מוצרי צריכה רבים כגון אורז, קפה, בקר, חלב, עור ומוצרים חקלאיים אחרים. בסמוך לנייבה פועל נמל התעופה בניטו סלאס המפעיל טיסות ליעדים מקומיים בקולומביה.",נייבה,בירה של,מחוז וילה,1,נייבה בירה של מחוז וילה,נייבה היא הבירה של מחוז וילה,נייבה היא בירת מחוז וילה.,1,כן,1,כן,1,yes,1,yes
298846,טסקיגי,"טסקיגי (באנגלית: Tuskegee) היא עיר באלבמה שבארצות הברית. מספר התושבים ביישוב, נכון לשנת 2000, היה 11,846. מספר התושבים הכולל במטרופולין שמסביב ליישוב היה 22,810. 
לעיר טסקיגי חשיבות בהיסטוריה של קהילת האפרו-אמריקאים בארצות הברית.
== היסטוריה ==
בשנת 1881 נוסד ביישוב בית ספר להכשרת מורים אפרו-אמריקאים, דבר שנחשב כנדיר באותה עת בדרום ארצות הברית. בית הספר הפך בהמשך למוסד ללימודים גבוהים ואחר כך לאוניברסיטת טסקיגי. אחד מבוגריו המפורסמים של בית הספר להכשרת מורים בטסקיגי היה ג'ורג' וושינגטון קרבר, מראשוני הבוטנאים האפרו-אמריקאים בארצות הברית.
טסקיגי ידועה גם בזכות ""ניסוי העגבת בטסקיגי"" שנערך בשנים 1932–1972, ונחשב לאחד האירועים הידועים לשמצה בהיסטוריה של האתיקה הרפואית. 
כאלף טייסים אפרו-אמריקאים של חיל האוויר של ארצות הברית הוכשרו בשדה תעופה ליד טסקיגי בתקופת מלחמת העולם השנייה, והם ידועים כ""טייסי טסקיגי"".",טסקיגי,מדינה,ארצות הברית,1,טסקיגי מדינה ארצות הברית,המיקום של טסקיגי הוא במדינת ארצות הברית,טסקיגי נמצאת בארצות הברית.,1,כן,1,כן,1,yes,1,yes
1365688,ריינאך,"ריינאך (בגרמנית: Reinach, בגרמנית שווייצרית: Riinech) היא עיר במחוז ארלסהיים, שבקנטון בזל-לנדשאפט שבשווייץ.
==היסטוריה==
האזכור הראשון אודות ריינאך הוא בין השנים 1168 – 1176 בשם Rinacho.
==גאוגרפיה ודמוגרפיה==
שטחה של ריינאך הוא 7 קמ""ר. מתוכם 26.3% משמשים לחקלאות, 16.6% הם שטחים מיוערים, 55.3% הם שטחים בנויים, 0.9% הם שטחי נהרות ואגמים ו-0.6% הם שטחים בלתי מעובדים.
העיר שוכנת במחוז ארלסהיים. הכפר המקורי צמח לאורך נחל קטן. בראשית המאה ה-21 היא מהווה חלק מבזל רבתי.
נכון לשנת 2014 מנתה אוכלוסיית ריינאך 18,810 תושבים.",גרמנית,מדינה,שווייץ,0,גרמנית מדינה שווייץ,המיקום של גרמנית הוא במדינת שווייץ,גרמנית היא אחת משפות הלאום בשווייץ.,0,לא,0,לא,0,no,0,no
1513431,צב ארוך-צוואר מזרחי,"צב ארוך-צוואר מזרחי (שם מדעי: Chelodina longicollis) הוא מין צב מים ממשפחת צבים נטויי-צוואר החי בנהרות ובביצות אוסטרליה.
== מאפיינים ==
אורכו של צב זה 20–25 ס""מ. הצב בעל צוואר ארוך ודמוי נחש בצבע ירוק כהה. השריון שטוח עם לוחיות ירוקות וכתומות. הרגליים קטנות ומותאמות לחיים במים. הצב בעל בלוטה בשריונו איתה הוא יכול להפריש מושק ריחני בעת מתקפת טורף.
הצב חי במי צפון-מזרח אוסטרליה בנהרות שונים, בעיקר בקווינסלנד. הוא מצוי במים פתוחים ועומדים, נהרות איטיים, בריכות וביצות. הצב מצוי רוב זמנו במים. הוא ניזון ממזון חי הכולל חרקים, סרטנים, תולעים, רכיכות, ראשנים, דגים קטנים ודו-חיים קטנים. הוא תופס את הטרף עם צווארו המוארך.",צב ארוך-צוואר מזרחי,רמה טקסונומית,מין,1,צב ארוך-צוואר מזרחי רמה טקסונומית מין,הרמה הטקסונומית של צב ארוך-צוואר מזרחי היא מין,צב ארוך-צוואר מזרחי הוא מין של צבים.,1,כן,1,כן,1,yes,1,yes
138554,קוד ICAO,"קוד ICAO לשדות תעופה הוא צירוף בן ארבע אותיות המוקצה לכל שדה תעופה ברחבי העולם. הקודים מוגדרים על ידי הארגון הבינלאומי לתעופה אזרחית (ICAO). קודים אלה נמצאים בשימוש בקרב פקחי טיסה ואנשי המבצעים בחברות התעופה, לשם תכנון טיסות, ומטרות דומות. 
קודים אלה שונים מקודי IATA הנמצאים בשימוש בלוחות הזמנים של חברות התעופה, מערכות הזמנת כרטיסי טיסה, וטיפול בכבודה. 
קודי ICAO משמשים אף לזיהוי תחנות מזג־אוויר, גם כאלה שאינן ממוקמות בשדות תעופה.",קוד ICAO,גוף תקינה,הארגון הבינלאומי לתעופה אזרחית,1,קוד ICAO גוף תקינה הארגון הבינלאומי לתעופה אזרחית,גוף התקינה של קוד ICAO הוא הארגון הבינלאומי לתעופה אזרחית,קוד ICAO נקבע על ידי הארגון הבינלאומי לתעופה אזרחית.,1,כן,1,כן,1,yes,1,yes
1995658,טורנו מגורלה,"טורנו מגורלה (ברומנית: Turnu Măgurele) היא עיר על הגדה הצפונית של הדנובה, במחוז טלאורמן בדרום רומניה, על הגבול עם בולגריה.
ב-1962 הוקם בעיר הקומפלקס לדשנים כימיים, שהוביל להפיכת העיר למרכז תעשייתי. האוכלוסייה גדלה בהדרגה והגיעה ב-1992 לכ-37.000 תושבים. לאחר המהפכה הרומנית (1989) צומצמה הפעילות התעשייתית והתמעטה האוכלוסייה, הייתה הגירת תושבים לערים הגדולות וגם לדינות אחרות. אוכלוסיית העיר, נכון ל-2011, מונה 24.772 תושבים.
העיר מוזכרת לראשונה במסמכים בשנת 1394.",דנובה,מדינה,רומניה,1,דנובה מדינה רומניה,המיקום של דנובה הוא במדינת רומניה,הדנובה זורמת ברומניה.,1,כן,0,לא,1,yes,1,yes
1323611,בנג מינה,"בנג מינה (בקוריאנית: 방민아, תעתיק מדויק: בֵנְג מִין אָה; ) היא זמרת דרום קוריאנית ושחקנית. חברה בלהקת הבנות Girl's Day 2010 והתחילה קריירת סולו ב-2015.
שיחקה בסרטים שונים ובסדרות טלוויזיה לרבות (Vampire Idol (2011 ו-(Holly (2013.
==ביוגרפיה==
===ראשית חייה===
מינה נולדה באינצ'ון, קוריאה הדרומית. היא למדה בבית הספר התיכון לבנות ""Jinsun"" ולמדה באוניברסיטת ""Dongduk"" לנשים.
===Girl's Day===
ב-9 ביולי 2010, מינה התחילה את הקריירה המוזיקלית שלה בלהקת הבנות הקוריאנית ""Girl's Day"" בתוכנית הטלוויזיה ""Music Bank"" עם הסינגל הראשון ""Tilt My Head"" (בקוריאנית: 갸우뚱).
Girl's Day הוציאו שלושה אלבומים מלאים, אלבום אוסף אחד וחמישה מיני אלבומים.",קוריאנית,מקום מוצא,דרום קוריאני,0,קוריאנית מקום מוצא דרום קוריאני,מקום המוצא של קוריאנית הוא דרום קוריאני,הקוריאנית היא שפה שמקורה בדרום קוריאה.,0,לא,0,לא,0,no,0,no
899125,פרפרים (סרט),"פרפרים הוא סרט קולנוע צרפתי משנת 2002, בבימוי פיליפ מואיל. הסרט עוסק בילדה המצטרפת למסע החיפושים של שכנה המבוגר אחר פרפר נדיר. הסרט זכה לביקורות חיוביות מצד המבקרים.
== תקציר ==
אלזה (קלייר בוניש) עוברת יחד עם אמה לבית דירות חדש. אמה עובדת כל היום, ואלזה המשועממת והסקרנית פוגשת את השכן ג'וליאן (מישל סרו), אספן פרפרים נדירים, ומתחילה להתלוות אליו ולהתעניין באוסף שלו. ג'וליאן רואה בה תחילה כמטרד. בהמשך הוא יוצא לחפש פרפר נדיר במיוחד בשם ""איזבלה"", ואלזה יוצרת בערמומיות מצב בו הוא נאלץ לקחת אותה עמו. במהלך המסע נרקמים ביניהם יחסים מיוחדים, קרבה וחום. ג'וליאן מספר כיצד החל בתחביב לאחר מות בנו הצעיר שאסף פרפרים. בינתיים העניינים מסתבכים כאשר אמה של אלזה לא מוצאת את בתה ומודיעה על כך שנחטפה. בסיום הסרט אלזה וג'וליאן חוזרים הביתה ללא הפרפר.",פרפרים,מופע של,סרט קולנוע,1,פרפרים מופע של סרט קולנוע,פרפרים הוא סוג של סרט קולנוע,הפרפרים הופיעו בסרט הקולנוע.,1,כן,1,כן,1,yes,1,yes
1437797,עונת 1997 בגביע ליברטדורס,"עונת 1997 בגביע ליברטדורס הייתה העונה ה-38 של התחרות הדרום-אמריקאית לקבוצות כדורגל והיא אורגנה על ידי CONMEBOL. המשחק הראשון התקיים ב-19 בפברואר 1997 ותחרות הסתיימה ב-13 באוגוסט 1997. בתחרות השתתפו 21 קבוצות מכל מדינות חברי הארגון.
התחרות הסתיימה בניצחון של קרוזיירו בפעם השנייה בתולדות המועדון.",עונת 1997 בגביע ליברטדורס,ענף ספורט,כדורגל,1,עונת 1997 בגביע ליברטדורס ענף ספורט כדורגל,ענף הספורט של עונת 1997 בגביע ליברטדורס הוא כדורגל,עונת 1997 בגביע ליברטדורס הייתה עונת כדורגל.,1,כן,1,כן,1,yes,1,yes
